PC1_loading,PC2_loading,Ensembl_ID_versioned,Ensembl_ID,gene_symbol
-0.0180263086091441,0.006696222559657807,ENSG00000170893.4,ENSG00000170893,TRH
-0.009171210192300251,0.0068672967009825395,ENSG00000166961.15,ENSG00000166961,MS4A15
-0.004590368261654983,0.018299501047175263,ENSG00000168702.18,ENSG00000168702,LRP1B
-0.010906455597736217,0.012791102947980868,ENSG00000099960.13,ENSG00000099960,SLC7A4
0.001123158902910207,0.0009124717344097422,ENSG00000009709.12,ENSG00000009709,PAX7
-0.0191183449760476,0.01621181884617662,ENSG00000233508.3,ENSG00000233508,AL021395.1
0.0006724088183041211,-0.0018022385830564387,ENSG00000043355.12,ENSG00000043355,ZIC2
0.017197239295615955,-0.0021433444311745567,ENSG00000179455.10,ENSG00000179455,MKRN3
0.01598545317302887,0.014062088308514187,ENSG00000156076.10,ENSG00000156076,WIF1
-0.02408404018576854,0.013327317515285217,ENSG00000285094.1,ENSG00000285094,LINC01488
-0.02646729661003282,0.018964605092853838,ENSG00000249661.1,ENSG00000249661,TNRC18P1
0.013762461436582277,0.007200922233372476,ENSG00000129988.6,ENSG00000129988,LBP
-0.03234826987072963,0.01616703318485411,ENSG00000091831.24,ENSG00000091831,ESR1
0.01798400932759294,0.021238422747590933,ENSG00000276775.1,ENSG00000276775,IGHV4-4
0.02574571269577594,-0.003296447738968953,ENSG00000167656.5,ENSG00000167656,LY6D
0.01795560729236426,0.007268284504210426,ENSG00000047457.14,ENSG00000047457,CP
-0.006517396928561526,0.006616365405588681,ENSG00000282933.2,ENSG00000282933,RHOXF1P3
-0.010802497010177482,0.01396145818563742,ENSG00000185352.8,ENSG00000185352,HS6ST3
0.01098854303073844,0.007205368726665345,ENSG00000131771.14,ENSG00000131771,PPP1R1B
-0.021718685583802477,0.01398819743625955,ENSG00000161031.13,ENSG00000161031,PGLYRP2
-0.02256365377727841,0.0034796680837252828,ENSG00000101210.13,ENSG00000101210,EEF1A2
-0.012309399612763026,0.013577291815532858,ENSG00000253154.2,ENSG00000253154,AC100801.1
0.008844068048153698,0.0058235160028538395,ENSG00000172478.18,ENSG00000172478,MAB21L4
0.0067594929793497165,0.007529094945530605,ENSG00000189377.9,ENSG00000189377,CXCL17
-0.003294507209774099,0.013572007985426422,ENSG00000147256.12,ENSG00000147256,ARHGAP36
0.007518308883805716,0.009357382684464594,ENSG00000242265.6,ENSG00000242265,PEG10
